Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Moving Time,Distance_KM,Distance_m,Max Heart Rate,Commute,Activity Gear,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade
7349885268,"22 Jun 2022, 11:21:13",Lunch Run,Run,,1241,1241,4.02,4020.960205,182,FALSE,Nike Pegasus 37 Daily Trainer,7.270019531,3.240096807,9.642360687,107,2.099999905,6.099999905,7.246368885,-0.074609049
7360436578,"24 Jun 2022, 11:13:12",Lunch Run,Run,,1621,1617,5.14,5145.699707,181,FALSE,Nike Pegasus 37 Daily Trainer,7.993994236,3.182250977,6.996110916,120,2.200000048,6.599999905,9.717255592,-0.052470997
7476726324,"16 Jul 2022, 08:37:51",Morning Run,Run,,1642,1625,5.02,5027.25,185,FALSE,Nike Pegasus 37 Daily Trainer,4.909960747,3.093692303,6.111805439,187,1.100000024,6.099999905,4.416958332,-0.057685617
7519207367,"24 Jul 2022, 07:34:37",Morning Run,Run,,2416,2413,6.74,6744.260254,176,FALSE,Nike Pegasus 37 Daily Trainer,6.274000645,2.794969082,13.1178093,257,1.299999952,6.099999905,11.58316422,0.004448227
7520746547,"24 Jul 2022, 12:06:25",Afternoon Ride,Ride,,2638,2205,8.42,8428.139648,152,FALSE,Raleigh Foldable,7.154004097,3.822285414,34.36999893,161,1.700000048,24.39999962,41.62601471,0.200518742
7521647817,"24 Jul 2022, 14:41:40",Afternoon Ride,Ride,,2320,1589,6.63,6631.129883,144,FALSE,Raleigh Foldable,8.558996201,4.173146725,11.59212112,182,1.700000048,10.5,9.372139931,-0.037700966
7529570520,"26 Jul 2022, 05:25:51",Morning Run,Run,,2411,2394,6,6004.819824,155,FALSE,Nike Pegasus 37 Daily Trainer,6.735986233,2.508278847,18.79395103,345,2.200000048,6.699999809,8.532400131,0.053290524
7552241865,"30 Jul 2022, 08:02:09",Saturday Long Run ,Run,#longrun,6013,5932,15.21,15209.4502,173,FALSE,Nike Pegasus 37 Daily Trainer,8.907910347,2.563966751,49.69178391,708,2.299999952,18.20000076,30.36250687,0.00328743
7553911293,"30 Jul 2022, 14:06:33",Afternoon Ride,Ride,,2154,1644,4.91,4915.700195,125,FALSE,Raleigh Foldable,5.150000095,2.990085363,4.176018238,142,1.799999952,6.199999809,5.976072311,0.024411578
7557639815,"31 Jul 2022, 08:37:18",Test Run Nike Vaporfly Next% 2,Run,,738,738,2.51,2517.830078,172,FALSE,Nike Vaporfly Next% 2 Vaporfly,5.219995022,3.411693811,6.694975376,100,2,5.900000095,7.822679996,0.115178548
7567983415,"2 Aug 2022, 05:30:34",Morning Tempo Run,Run,,2722,2720,7.19,7189.27002,164,FALSE,Nike Vaporfly Next% 2 Vaporfly,5.004004002,2.64311409,18.71788597,203,2.200000048,6.599999905,7.960208893,-0.027819237
7573981877,"3 Aug 2022, 05:40:31",Morning Endurance Run,Run,,2724,2719,6.73,6738.669922,151,FALSE,Nike Pegasus 37 Daily Trainer,4.487988472,2.478363276,17.33480072,212,2.099999905,6.099999905,7.858551979,0.035615336
7596775699,"7 Aug 2022, 08:34:00",Sunday Long Run in Edinburgh ,Run,#longrun,5759,5672,14.31,14310.20996,173,FALSE,Nike Pegasus 37 Daily Trainer,3.708007813,2.52295661,123.113739,402,33.40000153,80.5,15.42715359,-0.109013081
7601998487,"8 Aug 2022, 08:28:34",Morning Endurance Run,Run,,2502,2436,6.66,6666.370117,173,FALSE,Nike Pegasus 37 Daily Trainer,5.017968655,2.736605167,83.14881134,279,60,100.0999985,24.91686249,-0.0135006
7612842196,"10 Aug 2022, 05:22:44",Morning Progression Run,Run,,2716,2698,7.15,7158.280273,160,FALSE,Nike Vaporfly Next% 2 Vaporfly,5.420000076,2.653180122,17.43123245,233,2.299999952,6.099999905,8.764239311,-0.027939672
7623995238,"12 Aug 2022, 05:20:32",Morning Run,Run,,2900,2865,7.29,7291.600098,158,FALSE,Nike Pegasus 37 Daily Trainer,8.382031441,2.545061111,15.48260784,262,2.200000048,6.599999905,10.08401299,-0.038400352
7629545049,"13 Aug 2022, 06:29:55",Saturday Long Run,Run,#longrun,8197,8094,20.05,20049.91992,172,FALSE,Nike Vaporfly Next% 2 Vaporfly,9.2578125,2.477133751,34.83336258,949,-2.099999905,12.19999981,22.37669182,-0.012468878
7640205192,"15 Aug 2022, 05:28:59",Morning Progression Run,Run,,3010,3000,7.86,7867.100098,162,FALSE,Nike Pegasus 37 Daily Trainer,4.3739748,2.622366667,17.08638191,330,0.800000012,10.10000038,36.41456985,-0.022880096
7651654486,"17 Aug 2022, 05:44:37",Morning Run,Run,,2421,2421,6.02,6028.789551,154,FALSE,Nike Pegasus 37 Daily Trainer,4.782000542,2.49020648,20.05797386,264,2.299999952,6.099999905,7.923856735,0.044785108
7669009357,"20 Aug 2022, 09:12:39",Saturday Long Run To Woolwich and Back,Run,#longrun,9030,9005,22.13,22130.28125,176,FALSE,Nike Pegasus 37 Daily Trainer,4.134008884,2.457554817,84.93495941,692,1.700000048,53.5,11.54995728,-0.014911695
7682240444,"22 Aug 2022, 17:32:12",Evening Run,Run,,2040,2040,5.01,5009.22998,151,FALSE,Nike Pegasus 37 Daily Trainer,5.864013672,2.455504894,9.749322891,170,2.299999952,6.699999809,8.079006195,0.015970519
7690400552,"24 Aug 2022, 05:24:36",Morning Run,Run,,2429,2429,7.51,7511.760254,175,FALSE,Nike Vaporfly Next% 2 Vaporfly,5.589990139,3.092531919,13.70593262,256,0.800000012,6.099999905,8.333333015,0.013312459
7706517064,"27 Aug 2022, 05:37:36",Morning Run,Run,,2468,2464,6.42,6425.359863,150,FALSE,Nike Pegasus 37 Daily Trainer,4.209960938,2.607694864,17.20351982,281,1.799999952,6.099999905,9.756097794,-0.032682993
7727012129,"30 Aug 2022, 18:07:09",Evening Ride,Ride,,1026,914,4.08,4082.929932,118,FALSE,Raleigh Foldable,6.864013672,4.46710062,5.183333397,62,1.799999952,7.199999809,3.902439117,-0.068578206
7734061719,"31 Aug 2022, 17:17:19",Evening Run,Run,,3019,3016,7.68,7685.930176,154,FALSE,Nike Pegasus 37 Daily Trainer,3.652050734,2.548385382,15.33795738,211,2.299999952,6.099999905,7.655493259,-0.007806472
7741554713,"2 Sep 2022, 11:15:27",Lunch Run,Run,,2655,2655,7.01,7012.379883,162,FALSE,Nike Pegasus 37 Daily Trainer,7.459997654,2.641197681,11.16646767,182,1.799999952,6.300000191,5.686406612,0.001426049
7753497561,"4 Sep 2022, 11:05:04",Bucharest Long Run,Run,#longrun,10791,10328,26.51,26513.79883,171,FALSE,Nike Vaporfly Next% 2 Vaporfly,7.338086128,2.56717658,50.00475311,1131,70.59999847,90.19999695,14.63414669,0
7761906335,"6 Sep 2022, 04:13:24",Morning Run in Bucharest ,Run,,3864,3853,10.04,10040.16992,158,FALSE,Nike Vaporfly Next% 2 Vaporfly,4.815997124,2.605805874,7.161921978,338,89.30000305,93,5.988012314,-0.020915981
7773243677,"8 Sep 2022, 05:24:00",Morning Run,Run,,2516,2483,6.54,6545.889648,173,FALSE,Nike Vaporfly Next% 2 Vaporfly,4.833984375,2.636282682,11.41880798,274,81.40000153,89.90000153,14.54545498,-0.010693734
7782801164,"10 Sep 2022, 05:14:04",Saturday Speed Intervals on Track ,Run,,2305,2305,6.34,6340.390137,179,FALSE,Nike Vaporfly Next% 2 Vaporfly,4.614062309,2.750711441,0,281,86.40000153,87.5,2.096427441,0.00157719
7795088329,"12 Sep 2022, 06:16:23",Last Long Run in Bucharest ,Run,#longrun,13143,12313,30.13,30138.29102,175,FALSE,Nike Vaporfly Next% 2 Vaporfly,5.688000679,2.447680473,64.54185486,1320,73.5,93.69999695,12.82051277,-0.055411238
7806474026,"14 Sep 2022, 11:09:07",Lunch Run,Run,,1956,1956,5.07,5072.860352,152,FALSE,Nike Pegasus 37 Daily Trainer,4,2.593486786,11.7192688,169,2.299999952,6.099999905,9.090909004,-0.055195685
7811946754,"15 Sep 2022, 11:21:41",Lunch Run,Run,,2122,2108,6.15,6149.709961,172,FALSE,Nike Pegasus 37 Daily Trainer,6.25,2.917319775,13.19103336,230,2.200000048,6.599999905,5.253976345,0.045530602
7826120813,"18 Sep 2022, 07:27:54",Morning Run,Run,,1927,1924,5.06,5062.939941,157,FALSE,Nike Pegasus 37 Daily Trainer,4.122021675,2.631465673,16.99791718,187,2.299999952,5.699999809,9.523809433,0.0533287
7832291583,"19 Sep 2022, 08:26:18",London Long Run (In Memoriam HM Queen Elizabeth II) ,Run,#longrun,7826,7792,20.51,20518.16992,158,FALSE,Nike Pegasus 37 Daily Trainer,9.225976944,2.633235455,36.36940765,957,1.899999976,13.5,49.42956543,-0.005848474
7857794180,"24 Sep 2022, 07:57:23",Morning Run,Run,,2446,2438,6.55,6558.709961,155,FALSE,Nike Pegasus 37 Daily Trainer,4.026000977,2.690201044,13.39928913,218,0.800000012,6.099999905,8.093440056,0.045740701
7892724641,"1 Oct 2022, 07:14:55",Last Run before the Big Marathon! ,Run,,1521,1510,4.02,4024.209961,158,FALSE,Nike Vaporfly Next% 2 Vaporfly,6.989990234,2.665039539,12.59102726,148,2.200000048,6.599999905,9.083413124,0
7900335346,"2 Oct 2022, 09:35:58",London Marathon 2022,Run,#LondonMarathon #race,16738,16547,42.82,42826.80078,184,FALSE,Nike Vaporfly Next% 2 Vaporfly,9.678750038,2.588191271,118.6278229,1911,0.5,47.90000153,17.08647728,-0.088962987
7919331695,"6 Oct 2022, 07:47:37",Morning Ride,Ride,,2016,1634,7.53,7532.870117,137,TRUE,Brompton Black,9.012011528,4.610079765,18.48761177,112,2,10.30000019,9.090909004,0.027877821
7921742115,"6 Oct 2022, 17:08:49",Evening Ride,Ride,,1979,1338,5.88,5880.930176,119,FALSE,Raleigh Foldable,8.98000145,4.395314217,11.78669834,402,1.799999952,10.5,11.37795353,-0.037409049
7945009659,"11 Oct 2022, 07:24:33",Morning Ride,Ride,,1781,1340,5.74,5745.469727,135,TRUE,Brompton Black,9.228027344,4.287663937,14.92833328,103,1.700000048,10.30000019,5.667971611,0.038291037
7948200717,"11 Oct 2022, 18:42:18",Evening Commute ,Ride,,1452,1291,6.26,6265,134,TRUE,Brompton Black,9.839990616,4.852827072,12.07980728,564,1.799999952,10.5,13.23256874,-0.041500401
7964786655,"15 Oct 2022, 07:33:26",Morning Run,Run,,1622,1622,5.09,5094.159668,173,FALSE,Nike Pegasus 37 Daily Trainer,5.023999214,3.14066577,11.81552315,166,2.299999952,6.099999905,4.794508457,-0.049075805
7980805734,"18 Oct 2022, 07:31:06",Morning Ride,Ride,,1580,1312,5.76,5766.950195,135,TRUE,Brompton Black,12.02597618,4.395541191,15.90487194,114,1.700000048,10.5,6.4562397,0.038148414
7983595055,"18 Oct 2022, 17:30:01",Evening Ride,Ride,,1448,1198,5.82,5822.72998,133,FALSE,Brompton Black,12.06246281,4.860375404,17.98666573,189,-3.900000095,10.5,38.74539948,-0.06354408
8015574977,"25 Oct 2022, 07:32:10",Morning Ride,Ride,,1401,1279,5.86,5865.799805,138,TRUE,Brompton Black,7.925976753,4.586239338,16.06868172,106,1.700000048,10.39999962,6.172924519,0.040915135
8018923305,"25 Oct 2022, 18:43:07",Evening Ride,Ride,,1560,1292,6.24,6244.680176,142,TRUE,Brompton Black,8.072003365,4.833343983,11.99166679,202,1.799999952,10.39999962,7.857481003,-0.056047708
8026666381,"27 Oct 2022, 11:13:20",Lunch Run,Run,,1260,1260,4.02,4027.120117,183,FALSE,Nike Pegasus 37 Daily Trainer,4.906005859,3.196127176,8.618749619,102,2.400000095,5.699999809,5.631539822,0
8090901101,"9 Nov 2022, 08:35:15",Morning Ride,Ride,,1345,1233,5.49,5497.360352,143,FALSE,Raleigh Foldable,11.07998085,4.458524227,12.07586575,190,1.700000048,10.39999962,5.86267519,-0.010914329
8093335070,"9 Nov 2022, 18:02:49",Evening Ride Home ,Ride,,2270,1361,6.48,6481.659668,128,TRUE,Brompton Black,8.565000534,4.762424469,4.599999905,330,1.700000048,6.300000191,11.11231709,-0.046284441
8169302959,"26 Nov 2022, 07:40:17",Morning Run,Run,,1855,1846,5.19,5192.77002,175,FALSE,Nike Pegasus 37 Daily Trainer,6.094042778,2.812984705,12.85849285,268,2,6.699999809,9.777777672,-0.036589336
8180034924,"28 Nov 2022, 08:40:57",Morning Ride,Ride,,1733,1208,5.75,5753.399902,142,FALSE,Brompton Black,9.350000381,4.762748241,13.80966854,135,1.700000048,10.39999962,7.117289543,0.024333438
8181217748,"28 Nov 2022, 18:22:47",Evening Ride,Ride,,1817,1454,6.09,6092.779785,118,FALSE,Brompton Black,9.798235893,4.190357685,10.92766666,277,1.700000048,10.30000019,5.166480541,-0.05908633
8196610744,"2 Dec 2022, 08:16:19",Morning Ride,Ride,,713,691,2.96,2960.280029,131,FALSE,Brompton Black,7.607983589,4.284051895,3.24444437,23,1,6.300000191,5.171300888,-0.047292825
8261767276,"18 Dec 2022, 08:52:12",Morning Run,Run,,1816,1816,5.13,5138.969727,180,FALSE,Nike Pegasus 37 Daily Trainer,4.150000095,2.829829216,14.47793102,175,2.200000048,5.699999809,9.267859459,0.062269289
8284611999,"24 Dec 2022, 08:12:43",Christmas Eve Morning Run,Run,,1808,1808,5.31,5315.839844,184,FALSE,Nike Pegasus 37 Daily Trainer,7.943994045,2.940176964,13.04333305,153,2.200000048,6.699999809,8.354196548,0
8292030255,"26 Dec 2022, 09:15:58",Boxing Day Morning Run,Run,,1836,1830,5.18,5181.590332,173,FALSE,Nike Pegasus 37 Daily Trainer,6.837988377,2.831470013,10.9156599,151,-1.600000024,6.099999905,33.54052353,-0.009649548
8337431247,"4 Jan 2023, 08:40:58",Morning Commute Ride,Ride,,1588,1221,5.54,5541.459961,158,FALSE,Brompton Black,10.48798847,4.538460255,12.10684299,92,1.700000048,10.39999962,9.63254261,-0.003609157
8338611285,"4 Jan 2023, 19:46:06",Evening Commute Ride,Ride,,1173,1059,4.89,4898.040039,145,TRUE,Brompton Black,7.34400034,4.625155926,10.05666637,66,1.700000048,10.5,12.24488735,-0.044915926
8348620968,"6 Jan 2023, 18:01:02",Evening Run,Run,,1940,1936,5.08,5088.390137,174,FALSE,Nike Pegasus 37 Daily Trainer,4.308007717,2.628300667,10.05791473,278,2.200000048,7.099999905,7.843127728,0
8453769926,"26 Jan 2023, 08:38:35",Morning Ride,Ride,,1388,1295,5.97,5972.339844,172,TRUE,Brompton Black,10.24003887,4.611845493,16.31007004,99,1.700000048,10.30000019,25.25738907,0.035162099
8456353973,"26 Jan 2023, 18:15:38",Evening Ride,Ride,,1706,1354,5.77,5772.879883,156,FALSE,Raleigh Foldable,8.87199688,4.2635746,4.694117546,146,1.700000048,6.5,5.808281422,-0.034644753
8475356735,"30 Jan 2023, 08:45:41",Morning Ride,Ride,,1735,1193,5.46,5463.080078,167,TRUE,Brompton Black,11.26401329,4.579279423,11.63461494,132,1.700000048,10.30000019,35.7105484,-0.0237961
8479732940,"30 Jan 2023, 18:34:03",Evening Ride,Ride,,1237,1221,5.88,5883.040039,141,TRUE,Brompton Black,8.707499504,4.818214893,10.95060158,489,1.700000048,10.5,8.2450037,-0.054393645
8480616931,"31 Jan 2023, 08:42:03",Morning Ride,Ride,,1528,1263,5.59,5595.540039,167,TRUE,Brompton Black,9.818066597,4.430356503,11.74833298,107,1.700000048,10.30000019,10.0535078,-0.02323279
8485983156,"31 Jan 2023, 18:34:23",Evening Ride,Ride,,1276,1138,5.39,5395.959961,133,FALSE,Raleigh Foldable,12.5666666,4.741616726,10.34653378,161,1.700000048,10.5,8.38136673,-0.005559715
8491791286,"2 Feb 2023, 08:47:54",Morning Ride,Ride,,1059,778,3.56,3565.790039,163,TRUE,Brompton Black,11.05000019,4.583277702,10.56738091,106,2.700000048,10.30000019,17.07648659,0.047675271
8494615432,"2 Feb 2023, 18:34:11",Evening Ride,Ride,,1964,1251,5.54,5547.810059,135,FALSE,Raleigh Foldable,9.45600605,4.434700489,11.37619019,222,1.700000048,10.5,12.50000763,-0.041457798
8564010555,"15 Feb 2023, 08:44:34",Morning Ride,Ride,,1417,1189,5.78,5785.010254,167,FALSE,Raleigh Foldable,7.724023342,4.865441799,16.39829063,127,1.700000048,10.39999962,40,0.038029321
8569426051,"15 Feb 2023, 18:46:58",Evening Ride,Ride,,1717,1265,5.88,5879.490234,142,FALSE,Raleigh Foldable,8.922400475,4.647818565,11.05606079,140,1.700000048,10.5,8.642991066,-0.071434766
8717051809,"15 Mar 2023, 08:15:29",Morning Ride,Ride,,1455,1397,5.97,5975.330078,167,TRUE,Brompton Black,8.295995712,4.277258396,16.33499146,187,1.700000048,10.30000019,12.25045776,0.045185789
8720349477,"15 Mar 2023, 19:11:22",Evening Ride,Ride,,1839,1654,5.92,5925.120117,133,FALSE,Raleigh Foldable,9.298998833,3.582297564,10.98959446,282,1.700000048,10.5,20.71346664,-0.057382803
8722717479,"16 Mar 2023, 08:29:18",Morning Ride,Ride,,1612,1267,5.47,5470.609863,163,FALSE,Raleigh Foldable,7.506005764,4.31776619,11.43486595,153,1.700000048,10.39999962,45.41019821,-0.018279498
8726186961,"16 Mar 2023, 20:12:15",Evening Ride,Ride,,1314,1190,5.25,5252.989746,155,FALSE,Raleigh Foldable,7.485998631,4.414277077,10.83317375,125,1.700000048,10.5,7.859744549,-0.030458845
8817127783,"2 Apr 2023, 08:02:09",Sunday Morning Run,Run,,1752,1747,5.15,5150.52002,179,FALSE,Nike Pegasus 37 Daily Trainer,5.004004002,2.948208332,14.52081108,178,2.200000048,5.900000095,8.517894745,0.029123273
8829053520,"4 Apr 2023, 07:27:30",Morning Ride,Ride,,1477,1368,6.01,6012.509766,172,TRUE,Brompton Black,9.806055069,4.395109653,15.90263748,166,1.700000048,10.39999962,30.75522041,0.043243174
8832923466,"4 Apr 2023, 18:46:50",Evening Ride,Ride,,2256,1461,5.84,5847.990234,151,TRUE,Brompton Black,9.192001343,4.002731323,10.98210621,257,1.700000048,10.39999962,8.748865128,-0.06155961
8911103543,"18 Apr 2023, 07:35:57",Morning Ride,Ride,,1607,1168,5.33,5332.740234,147,TRUE,Brompton Black,7.994042873,4.565702438,11.90892887,98,1.700000048,10.30000019,21.27792168,-0.033753753
8914196638,"18 Apr 2023, 16:57:35",Afternoon Ride,Ride,,1412,1320,6,6005.560059,134,TRUE,Brompton Black,9.906000137,4.549666882,11.21158695,180,1.700000048,10.5,7.250733852,-0.046623461
8917340609,"19 Apr 2023, 07:43:15",Morning Ride,Ride,,1328,1189,5.3,5299.82959,153,TRUE,Brompton Black,9.174023628,4.457384109,11.84047604,94,1.700000048,10.30000019,6.135016441,-0.0320765
8920871647,"19 Apr 2023, 18:26:49",Evening Ride,Ride,,1534,1291,5.87,5875.890137,145,TRUE,Brompton Black,7.62599802,4.551425457,10.8276186,147,1.700000048,10.39999962,11.26758003,-0.062969185
8944452729,"23 Apr 2023, 16:27:40",Afternoon Run,Run,,1838,1838,5.03,5034.839844,174,FALSE,Nike Pegasus 37 Daily Trainer,5.108007908,2.739303589,13.0285759,145,2.200000048,7.099999905,6.269587517,0.061570976
8952781350,"25 Apr 2023, 07:51:44",Morning Ride,Ride,,1656,1405,5.99,5993.839844,148,TRUE,Brompton Black,7.732031345,4.266077995,16.32354927,123,1.700000048,10.39999962,41.66836166,0.038372729
8955711482,"25 Apr 2023, 17:08:50",Evening Ride,Ride,,1495,1199,5.78,5786.819824,153,TRUE,Brompton Black,9.980005264,4.82637167,12.16538429,337,1.799999952,10.5,7.866286755,-0.027649038
8976325716,"29 Apr 2023, 09:34:12",Morning Ride,Ride,,693,677,3.33,3336.949951,113,FALSE,Brompton Black,8.792004585,4.929025173,3.487878799,137,0.699999988,5.400000095,23.31605911,0.02097724
9018811744,"6 May 2023, 06:13:09",Morning Run,Run,,1758,1749,5.02,5028,181,FALSE,Nike Pegasus 37 Daily Trainer,5.171972752,2.874785662,15.32021236,163,2.099999905,6.599999905,6.694588184,0.06762132
9101477648,"19 May 2023, 16:58:03",Afternoon Run,Run,,1267,1267,3.51,3515.5,172,FALSE,Nike Pegasus 37 Daily Trainer,4.484033108,2.77466464,10.27940178,156,1,7.099999905,32.54179001,0.065424547
9110631302,"21 May 2023, 07:45:21",Morning Run,Run,,1587,1581,5.03,5029.810059,181,FALSE,Nike Pegasus 37 Daily Trainer,10.70798302,3.181410551,4.028484821,199,2.799999952,7.699999809,11.16076279,0.03578664
9148026682,"27 May 2023, 07:33:41",Morning Edinburgh Run,Run,,2022,1984,5.82,5820.849609,176,FALSE,Nike Pegasus 37 Daily Trainer,5.568017483,2.933896065,47.43222046,219,55.90000153,93,15.25263596,-0.012025735
9215336171,"6 Jun 2023, 18:05:08",Evening Ride,Ride,,863,845,2.6,2605.870117,126,FALSE,Raleigh Foldable,6.159999847,3.083869934,2.661538363,128,2,5.5,6.422021866,-0.042212389
9255972631,"13 Jun 2023, 07:35:07",Morning Ride,Ride,,1629,1377,5.78,5779.709961,138,TRUE,Brompton Black,9.118066788,4.197319984,16.05986977,95,1.700000048,10.30000019,14,0.041524578
9435273659,"12 Jul 2023, 06:09:31",Morning Run in Gdynia ,Run,,1208,1177,3.81,3817.169922,181,FALSE,On Cloudflow,13.36000061,3.243134975,7.99444437,159,2.5,8.399999619,10.18673229,0.062873803
9447930202,"14 Jul 2023, 06:47:32",Morning Run in Sopot ,Run,,1376,1372,4.1,4099.169922,180,FALSE,On Cloudflow,4.789990425,2.987733126,2.322727203,79,4.099999905,13.5,7.20072937,-0.217117131
9560409647,"1 Aug 2023, 07:55:24",Morning Ride,Ride,,937,734,3.19,3192.419922,152,FALSE,Brompton Black,9.576001167,4.349346161,11.08538437,74,2.900000095,11.10000038,20.14385033,0.034456618
9565749576,"1 Aug 2023, 17:18:34",Evening Ride,Ride,,2307,1324,5.99,5998.680176,146,FALSE,Brompton Black,9.142041206,4.530725002,10.73571396,199,1.899999976,10.5,11.71457195,-0.0450099
9582983619,"4 Aug 2023, 17:38:55",Evening Run,Run,,1814,1814,5.27,5275.890137,185,FALSE,Nike Pegasus 37 Daily Trainer,5.504000187,2.908428907,16.38491631,179,2.099999905,7.5,7.92876482,0.081502832
9593633687,"6 Aug 2023, 12:35:00",Afternoon Ride,Ride,,702,673,2.35,2350.139893,120,FALSE,Raleigh Foldable,5.447998047,3.492035627,7.853273869,19,1.899999976,7.300000191,3.403661251,0.174457699
9595279726,"6 Aug 2023, 16:25:19",Afternoon Ride,Ride,,1118,950,3.29,3289.550049,125,FALSE,Raleigh Foldable,6.587999821,3.462684155,11.30060482,75,1.899999976,6.5,4.42479372,-0.136796817
9601474361,"7 Aug 2023, 17:39:01",Evening Run,Run,,1211,1211,3.61,3617.069824,175,FALSE,Nike Pegasus 37 Daily Trainer,4.61000967,2.986845493,4.696527958,102,1.899999976,6.099999905,9.469696999,0.052528705
9611324032,"9 Aug 2023, 07:40:59",Morning Ride,Ride,,953,852,3.92,3926.570068,137,TRUE,Brompton Black,9.429980278,4.608650208,10.7228508,97,2.900000095,10.39999962,5.637796402,0.020374017
9614663363,"9 Aug 2023, 16:53:10",Afternoon Ride,Ride,,1583,1411,5.83,5830.040039,132,TRUE,Brompton Black,8.694043159,4.131849766,5.764204502,203,2.200000048,5.800000191,7.177011013,0.013722032
9618105901,"10 Aug 2023, 07:46:08",Morning Ride,Ride,,1364,1321,5.83,5830.950195,134,FALSE,Raleigh Foldable,8.956054688,4.414042473,14.941926,138,2,10.19999981,31.24332619,0.037729699
9621413573,"10 Aug 2023, 17:08:33",Evening Ride,Ride,,1568,1432,6.12,6122.409668,129,TRUE,Brompton Black,8.57399559,4.275425911,6.542613506,155,2.099999905,6.599999905,5.199289322,-0.040833596
9638732215,"13 Aug 2023, 11:28:54",Lunch Ride,Ride,,1186,1061,3.68,3686.929932,117,FALSE,Raleigh Foldable,5.895999908,3.474957466,10.50824165,71,1.899999976,7.199999809,5.366725922,0.122052766
9640579562,"13 Aug 2023, 15:39:08",Afternoon Ride,Ride,,1283,1088,3.3,3302.709961,130,FALSE,Raleigh Foldable,5.481994629,3.035578966,6.186887264,98,1.799999952,6.699999809,3.633718252,-0.133223936
9650354574,"15 Aug 2023, 07:38:57",Morning Ride,Ride,,687,615,2.61,2611.719971,130,FALSE,Raleigh Foldable,6.137988091,4.246699333,4.300000191,26,2,6.599999905,5.056174755,0.042117838
9686650320,"20 Aug 2023, 15:25:13",Afternoon Ride,Ride,,1289,1184,4.02,4021.969971,122,FALSE,Raleigh Foldable,5.187988281,3.396934032,10.71214294,90,1.899999976,6.800000191,5.36192894,0.119344503
9687794019,"20 Aug 2023, 18:25:07",Evening Ride,Ride,,1218,1164,3.62,3625.22998,122,FALSE,Raleigh Foldable,5.609997749,3.114458799,6.176923275,66,1.899999976,7.300000191,3.274389982,-0.126888499
9690085010,"21 Aug 2023, 07:36:46",Morning Ride,Ride,,1637,1320,5.88,5879.119629,140,FALSE,Brompton Black,8.295995712,4.45387888,14.66698265,112,1.899999976,10.30000019,10.98319626,0.042523373
9693336007,"21 Aug 2023, 17:39:54",Evening Ride,Ride,,1555,1335,6.21,6214.919922,129,FALSE,Brompton Black,8.570019722,4.655370712,6.505681992,94,2,6.599999905,5.769284725,-0.035398684
9696613635,"22 Aug 2023, 07:40:45",Morning Ride,Ride,,1566,1367,5.97,5970.399902,136,FALSE,Brompton Black,8.812011719,4.367519855,15.38212109,110,2,10.19999981,11.91566944,0.040198311
9747768457,"30 Aug 2023, 07:48:27",Morning Ride,Ride,,1470,1356,5.58,5586.980469,135,FALSE,Brompton Black,9.032031059,4.120192051,11.45285702,99,2.200000048,10.39999962,6.177629471,-0.016108882
9752883990,"30 Aug 2023, 17:09:20",Evening Ride,Ride,,2373,1413,6.25,6256.060059,134,TRUE,Brompton Black,8.265966415,4.427501678,6.449454308,235,2,6.599999905,5.303147793,-0.054347306
9864894694,"17 Sep 2023, 07:30:50",Morning Run,Run,,1215,1215,3.58,3583.27002,179,FALSE,Nike Pegasus 37 Daily Trainer,5.454003811,2.949193478,10.48046207,97,1.899999976,7.5,9.164962769,0.064187184
9928980089,"27 Sep 2023, 07:48:35",Morning Ride,Ride,,1068,886,3.97,3978.51001,142,TRUE,Brompton Black,9.17001915,4.49041748,10.21724415,69,2.900000095,10.39999962,5.97008419,0.020108031
9934026831,"27 Sep 2023, 16:51:21",Afternoon Ride,Ride,,2729,1365,6.04,6042.100098,131,TRUE,Brompton Black,8.777978897,4.426446915,6.449350834,258,2,6.599999905,6.578947544,-0.056271825
9935356172,"28 Sep 2023, 07:25:39",Morning Ride,Ride,,1201,1027,4.58,4587.02002,138,TRUE,Brompton Black,8.445996284,4.466426373,11.4406929,99,2.200000048,10.30000019,11.49270439,0.045781355
9938686876,"28 Sep 2023, 17:44:10",Evening Ride,Ride,,1366,1277,5.94,5947.089844,133,TRUE,Brompton Black,7.936035156,4.657078743,10.53333378,273,2,10.39999962,31.26717567,-0.06053381
9973526522,"4 Oct 2023, 07:47:00",Morning Ride,Ride,,1481,1332,5.84,5846.580078,137,TRUE,Brompton Black,10.22402382,4.389324188,15.53369141,84,2,10.30000019,23.78629494,0.039339237
9977333078,"4 Oct 2023, 18:44:52",Evening Ride,Ride,,1479,1245,5.83,5837.430176,136,TRUE,Brompton Black,10.31499958,4.688698769,10.7229166,180,1.899999976,10.30000019,8.064499855,-0.056531724
9998080371,"8 Oct 2023, 08:05:32",Morning Run,Run,,1814,1811,5.42,5422.160156,182,FALSE,Nike Pegasus 37 Daily Trainer,8.023999214,2.994014502,17.50834465,152,2.099999905,6,6.890620232,0.055328503
